name,rating,score,votes,budget,gross,runtime,log_votes,weighted_score,runtime_category,director_top10,writer_top10,star_top30,genre_top10,country_top5,company_top10,is_hit
Miss Congeniality,PG-13,0.5945945945945945,0.7327741229459784,0.8246591439690568,0.8670433781409261,0.22115384615384615,12.175618592671356,76.70639713382954,normal,Others,Others,Others,Action,United States,Others,1
High Fidelity,R,0.7567567567567567,0.7199870467194943,0.7871841300150656,0.7698001980795925,0.24038461538461542,12.055255569732177,90.41441677299132,normal,Others,Others,John Cusack,Comedy,United Kingdom,Touchstone Pictures,0
Battlefield Earth,PG-13,0.08108108108108109,0.6346058288370026,0.8693739599141187,0.740069518819666,0.26442307692307687,11.251573687764475,28.128934219411192,normal,Others,Others,John Travolta,Action,United States,Warner Bros.,0
Scream 3,R,0.4999999999999999,0.6869248020598772,0.8137730755173961,0.8493973273797746,0.2548076923076923,11.744045122410055,65.76665268549631,normal,Others,Others,Others,Horror,United States,Others,1
Best in Show,PG-13,0.7567567567567567,0.6045025440860617,0.6856451599423127,0.7170008741362841,0.1298076923076923,10.968215530759236,82.26161648069427,normal,Others,Others,Others,Comedy,United States,Others,1
The Whole Nine Yards,R,0.6486486486486486,0.6762922664204983,0.8167291007561183,0.8223238810465305,0.16826923076923078,11.643962499267984,78.0145487450955,normal,Others,Others,Bruce Willis,Comedy,United States,Others,1
Chocolat,PG-13,0.7162162162162161,0.7254054039440546,0.7703331046475647,0.845649042258916,0.27884615384615385,12.10625783509458,87.16505641268097,long,Others,Others,Others,Drama,United Kingdom,Others,1
Billy Elliot,R,0.7837837837837837,0.6894246055426442,0.6215812079313173,0.8240659591992561,0.22596153846153844,11.767575435251748,90.61033085143846,normal,Others,Others,Others,Drama,United Kingdom,Others,1
Amores Perros,R,0.8378378378378376,0.7499300792159841,0.5368932854079981,0.717368842842528,0.4375,12.337105293891872,99.93055288052416,long,Others,Others,Others,Drama,Others,Others,1
"Me, Myself & Irene",R,0.635135135135135,0.7489940633675577,0.836227317075673,0.8441837603149254,0.2548076923076923,12.328294703023394,81.3667450399544,normal,Others,Others,Jim Carrey,Comedy,United States,Twentieth Century Fox,1
U-571,PG-13,0.635135135135135,0.6373299836707015,0.8542786811570605,0.8340970209456806,0.2548076923076923,11.277215789596893,74.42962421133949,normal,Others,Others,Matthew McConaughey,Action,France,Universal Pictures,1
Bedazzled,PG-13,0.5540540540540541,0.6613045588095313,0.8306241011159586,0.8118153372738643,0.14423076923076922,11.502885230075814,69.01731138045488,normal,Others,Others,Others,Comedy,United States,Twentieth Century Fox,0
The Road to El Dorado,PG,0.6756756756756757,0.6487917083242044,0.8937202540480581,0.8009992465885902,0.125,11.38510345703214,78.55721385352177,short,Others,Others,Others,Animation,United States,Others,0
Dinosaur,PG,0.6216216216216216,0.6007745926215647,0.9209152662390604,0.8991303885761568,0.09134615384615385,10.933124826700707,71.0653113735546,short,Others,Others,Others,Animation,United States,Walt Disney Pictures,1
How the Grinch Stole Christmas,PG,0.581081081081081,0.7456514968005453,0.9175942589652871,0.9016220278993672,0.19711538461538458,12.296831574998258,76.2403557649892,normal,Ron Howard,Others,Jim Carrey,Comedy,United States,Universal Pictures,1
Dancer in the Dark,R,0.8243243243243242,0.6675555697927177,0.7084611411794562,0.7593187271633788,0.3701923076923077,11.561725152903833,92.49380122323066,long,Others,Others,Others,Crime,Others,Others,1
What Women Want,PG-13,0.6081081081081081,0.7344043907860055,0.8654954289716273,0.9034612625066318,0.3076923076923077,12.190964083849376,78.022170136636,long,Others,Others,Mel Gibson,Comedy,United States,Paramount Pictures,1
The Gift,R,0.6486486486486486,0.6166075091500453,0.6856451599423127,0.7661986188939722,0.23076923076923073,11.082157933374816,74.25045815361128,normal,Others,Others,Others,Drama,United States,Others,1
The Family Man,PG-13,0.6621621621621621,0.6675555697927177,0.851248089728123,0.8326035584077716,0.29807692307692313,11.561725152903833,78.61973103974606,long,Others,Others,Nicolas Cage,Comedy,United States,Universal Pictures,1
Mission to Mars,PG,0.5135135135135135,0.6259873639085768,0.898461024381762,0.8250620794508525,0.2451923076923077,11.170449240431308,63.67156067045846,normal,Brian De Palma,Others,Others,Adventure,United States,Touchstone Pictures,0
The Replacements,PG-13,0.635135135135135,0.6081041018246233,0.8343970640525399,0.7736893709907018,0.26442307692307687,11.002116507732016,72.61396895103131,normal,Others,Others,Keanu Reeves,Comedy,United States,Others,0
Next Friday,R,0.581081081081081,0.5595802197737881,0.6944541795198192,0.7851959458053779,0.16826923076923078,10.545367754151744,65.3812800757408,normal,Others,Others,Others,Comedy,United States,New Line Cinema,1
Under Suspicion,R,0.6216216216216216,0.5062410101802298,0.7703331046475647,0.5385623734517617,0.22596153846153844,10.043292972227004,65.28140431947553,normal,Others,Others,Others,Crime,France,Others,0
Little Nicky,PG-13,0.45945945945945943,0.6634293599807556,0.8834402516205774,0.7835189836193039,0.1298076923076923,11.52288569676448,61.07129419285175,normal,Others,Others,Adam Sandler,Comedy,United States,Others,0
Boiler Room,R,0.6891891891891891,0.5908387965786827,0.6526795680971326,0.7379842577866402,0.27403846153846156,10.839600519357369,75.87720363550159,long,Others,Others,Others,Crime,United States,New Line Cinema,1
Where the Heart Is,PG-13,0.6486486486486486,0.5413237886133447,0.7231201718424208,0.7606008341650767,0.27403846153846156,10.373522431293592,69.50260028966707,long,Others,Others,Others,Comedy,United States,Twentieth Century Fox,1
Frequency,PG-13,0.7297297297297296,0.665512496095863,0.7902147213943124,0.7935577403633385,0.26442307692307687,11.542493975902508,84.2602060240883,normal,Others,Others,Others,Crime,United States,New Line Cinema,1
Men of Honor,R,0.7162162162162161,0.6724976976653442,0.7931490870977834,0.8058050095933258,0.3173076923076923,11.60824473564232,83.57936209662472,long,Others,Others,Others,Biography,United States,Others,1
28 Days,PG-13,0.5675675675675674,0.5798769794896549,0.8204572950878778,0.7877040700962368,0.1923076923076923,10.736418414365376,65.49215232762879,normal,Others,Others,Others,Comedy,United States,Columbia Pictures,0
Love & Basketball,PG-13,0.7162162162162161,0.4913937325280403,0.7497091165745452,0.7355814843006607,0.2932692307692307,9.90353755128617,71.30547036926043,long,Others,Others,Others,Drama,United States,Others,0
Shanghai Noon,PG-13,0.635135135135135,0.6834975137872693,0.8432060843022263,0.817868947613517,0.22596153846153844,11.711784520403112,77.29777783466054,normal,Others,Others,Others,Action,United States,Touchstone Pictures,0
The Little Vampire,PG,0.527027027027027,0.41561469532530493,0.8014314690385113,0.7361323079175148,0.15384615384615385,9.19023970026918,53.30339026156124,normal,Others,Others,Others,Adventure,Germany,Others,0
Quills,R,0.7297297297297296,0.5929016869613336,0.7133822522381771,0.7076667270569943,0.2932692307692307,10.859018228147889,79.27083306547958,long,Others,Others,Others,Biography,United Kingdom,Others,0
Pay It Forward,PG-13,0.7162162162162161,0.6762922664204983,0.8137730755173961,0.780592710035884,0.28846153846153844,11.643962499267984,83.83652999472949,long,Others,Others,Others,Drama,United States,Warner Bros.,0
Vertical Limit,PG-13,0.5405405405405406,0.6081041018246233,0.8718720784173076,0.8679232227606706,0.2932692307692307,11.002116507732016,64.91248739561891,long,Others,Others,Others,Action,United States,Columbia Pictures,1
The Flintstones in Viva Rock Vegas,PG,0.24324324324324326,0.5015187724635509,0.8812395581748637,0.7848075821414535,0.1298076923076923,9.99884318585288,36.99571978765566,normal,Others,Others,Others,Comedy,United States,Universal Pictures,0
Reindeer Games,R,0.527027027027027,0.5595802197737881,0.8182824945820589,0.7451658064890789,0.19711538461538458,10.545367754151744,61.163132974080106,normal,Others,Others,Others,Action,United States,Others,0
Dracula 2000,R,0.4054054054054054,0.5445927945487051,0.8415101696104085,0.7697006345962447,0.17307692307692307,10.404293143019792,50.98103640079699,normal,Others,Others,Others,Action,United States,Others,0
102 Dalmatians,G,0.4054054054054054,0.5538364043659921,0.8834402516205774,0.8575426291814705,0.17788461538461536,10.491301994830229,51.40737977466812,normal,Others,Others,Others,Adventure,United States,Others,1
Red Planet,PG-13,0.5135135135135135,0.6007745926215647,0.8778370356155564,0.7477120919959983,0.20673076923076927,10.933124826700707,62.31881151219403,normal,Others,Others,Others,Action,United States,Warner Bros.,0
Dungeons & Dragons,PG-13,0.24324324324324326,0.5413237886133447,0.8246591439690568,0.7486969012801459,0.21153846153846156,10.373522431293592,38.3820329957863,normal,Others,Others,Others,Action,United States,New Line Cinema,0
Get Carter,R,0.44594594594594594,0.5445927945487051,0.85663357944314,0.7125809434848478,0.1875,10.404293143019792,54.102324343702925,normal,Others,Others,Sylvester Stallone,Action,United States,Others,0
Wonder Boys,R,0.7297297297297296,0.6115875561197427,0.8432060843022263,0.7476399830250835,0.21153846153846156,11.034905792929417,80.55481228838472,normal,Others,Others,Others,Comedy,United States,Others,0
Shaft,R,0.5540540540540541,0.6318099784923848,0.826690539085371,0.8230802967528326,0.17307692307692307,11.225256725762891,67.35154035457737,normal,Others,Others,Others,Action,Germany,Paramount Pictures,1
Finding Forrester,PG-13,0.7297297297297296,0.6438495919489108,0.8204572950878778,0.803982345964739,0.35096153846153844,11.338583982516496,82.77166307237042,long,Others,Others,Others,Drama,United States,Columbia Pictures,0
The Legend of Bagger Vance,PG-13,0.6486486486486486,0.5969110523919509,0.8778370356155564,0.7583447057586317,0.3028846153846154,10.896757843893464,73.00827755408622,long,Others,Others,Will Smith,Drama,United States,Twentieth Century Fox,0
Titan A.E.,PG,0.635135135135135,0.6063185842652977,0.8718720784173076,0.7537634502682113,0.1490384615384615,10.985309671896765,72.50304383451864,normal,Others,Others,Matt Damon,Animation,United States,Others,0
Snow Day,PG,0.43243243243243235,0.4371283956946741,0.709894111775549,0.7879791735139894,0.125,9.39274525863144,47.90300081902035,short,Others,Others,Others,Adventure,United States,Others,1
The Watcher,R,0.45945945945945943,0.5192654511860612,0.7871841300150656,0.7699936706043549,0.16346153846153844,10.165890277802454,53.879218472353,normal,Others,Others,Others,Crime,United States,Others,0
The Skulls,PG-13,0.4999999999999999,0.5379509908409191,0.8014314690385113,0.7746458626172907,0.20673076923076927,10.34177474101152,57.91393854966451,normal,Others,Others,Others,Action,United States,Universal Pictures,0
Romeo Must Die,R,0.5675675675675674,0.6214009228774041,0.7703331046475647,0.8122801736411265,0.25,11.127277689932466,67.87639390858804,normal,Others,Others,Others,Action,United States,Warner Bros.,1
Big Momma's House,PG-13,0.44594594594594594,0.6412895572424254,0.7871841300150656,0.8540586268671324,0.17307692307692307,11.31448672129398,58.835330950728704,normal,Others,Others,Others,Action,Germany,Twentieth Century Fox,1
Drowning Mona,PG-13,0.5135135135135135,0.4535037261729734,0.8065674990075379,0.6997428516885387,0.15865384615384615,9.546884034617923,54.41723899732217,normal,Others,Others,Others,Comedy,United States,Others,0
Keeping the Faith,PG-13,0.6081081081081081,0.5887350550466303,0.7840507873711667,0.7853229137686906,0.3125,10.819798284210286,69.24670901894584,long,Others,Others,Ben Stiller,Comedy,United States,Others,1
Center Stage,PG-13,0.6486486486486486,0.48594473664249616,0.7840507873711667,0.7323804383561785,0.25,9.852246888342531,66.01005415189496,normal,Others,Others,Others,Drama,United States,Columbia Pictures,0
Book of Shadows: Blair Witch 2,R,0.28378378378378377,0.5538364043659921,0.7231201718424208,0.7706310217029342,0.1298076923076923,10.491301994830229,41.96520797932092,normal,Others,Others,Others,Adventure,United States,Others,1
Rules of Engagement,R,0.6081081081081081,0.5775420449596868,0.851248089728123,0.7969043754698255,0.3125,10.714439990727769,68.57241594065772,long,Others,Others,Others,Drama,United Kingdom,Others,0
Thirteen Days,PG-13,0.7297297297297296,0.5988603847016357,0.8778370356155564,0.7920953799821355,0.3942307692307693,10.915106645867503,79.68027851483278,long,Others,Others,Kevin Costner,Drama,United States,New Line Cinema,0
You Can Count on Me,R,0.7567567567567567,0.5308660969743816,0.4896803809464262,0.6773392945636456,0.23076923076923073,10.275085591132717,77.06314193349536,normal,Others,Others,Others,Drama,United States,Others,1
The Kid,PG,0.5675675675675674,0.5676525740522481,0.858646017592079,0.824673855325232,0.19711538461538458,10.62135173563291,64.79024558736074,normal,Others,Others,Bruce Willis,Comedy,United States,Others,0
All the Pretty Horses,PG-13,0.527027027027027,0.4456312582643768,0.846507319426849,0.7081820684060196,0.2548076923076923,9.472781556562168,54.942133028060574,normal,Others,Others,Matt Damon,Drama,United States,Columbia Pictures,0
Hanging Up,PG-13,0.4054054054054054,0.4371283956946741,0.851248089728123,0.7760004662532416,0.1490384615384615,9.39274525863144,46.02445176729407,normal,Others,Others,Others,Comedy,Germany,Columbia Pictures,0
Supernova,PG-13,0.4054054054054054,0.47412905216370305,0.8887231041955851,0.6951988248760073,0.1298076923076923,9.741027444837728,47.73103447970488,normal,Others,Others,Others,Horror,United States,Others,0
Loser,PG-13,0.45945945945945943,0.5232747409531712,0.7497091165745452,0.7091398605144144,0.16826923076923078,10.203629181337648,54.07923466108954,normal,Others,Others,Others,Comedy,United States,Others,0
Down to You,PG-13,0.41891891891891886,0.46083285598885004,0.6944541795198192,0.7273847449484334,0.13461538461538458,9.61587214452889,48.07936072264445,normal,Others,Others,Others,Comedy,United States,Others,1
The Way of the Gun,R,0.6486486486486486,0.5413237886133447,0.6706243886490505,0.6876998843327107,0.2692307692307693,10.373522431293592,69.50260028966707,normal,Others,Others,Others,Action,United States,Others,0
The Adventures of Rocky & Bullwinkle,PG,0.31081081081081086,0.4913937325280403,0.8730962652940141,0.7508555692963315,0.13942307692307693,9.90353755128617,41.59485771540192,normal,Others,Others,Robert De Niro,Animation,United States,Others,0
Cecil B. Demented,R,0.581081081081081,0.4535037261729734,0.6856451599423127,0.564694757315563,0.11538461538461536,9.546884034617923,59.19068101463114,short,Others,Others,Others,Comedy,United States,Others,0
Nutty Professor II: the Klumps,PG-13,0.33783783783783783,0.5865888116819079,0.8823464547352343,0.8511689860008627,0.20673076923076927,10.799595985047786,47.51822233421026,normal,Others,Others,Eddie Murphy,Comedy,United States,Universal Pictures,0
The Crimson Rivers,R,0.6756756756756757,0.6063185842652977,0.7167435227488349,0.785493273286791,0.20673076923076927,10.985309671896765,75.79863673608767,normal,Others,Others,Others,Crime,France,Others,1
Proof of Life,R,0.5945945945945945,0.6007745926215647,0.858646017592079,0.7882844574230166,0.34615384615384615,10.933124826700707,68.87868640821445,long,Others,Others,Others,Action,United States,Others,0
Bamboozled,R,0.635135135135135,0.4278853223684982,0.6856451599423127,0.5793989199692602,0.34615384615384615,9.305741456739437,61.41789361448027,long,Others,Others,Others,Comedy,United States,New Line Cinema,0
Shadow of the Vampire,R,0.6756756756756757,0.5650293554348617,0.665021173255664,0.6768363150611933,0.13942307692307693,10.59665973278358,73.1169521562067,normal,Others,Others,Others,Drama,United Kingdom,Others,0
Thomas and the Magic Railroad,G,0.31081081081081086,0.3177431667737549,0.7449683464354199,0.7136848326962657,0.10576923076923078,8.268988209506656,34.72975047992796,short,Others,Others,Others,Adventure,United Kingdom,Others,0
Tigerland,R,0.6891891891891891,0.5623397208939446,0.6856451599423127,0.3982707379279676,0.1826923076923077,10.5713425658087,73.9993979606609,normal,Joel Schumacher,Others,Others,Drama,United States,Others,0
Return to Me,PG,0.6756756756756757,0.4913937325280403,0.7665601417880045,0.7535090588841129,0.25,9.90353755128617,68.33440910387458,normal,Others,Others,Others,Comedy,United States,Metro-Goldwyn-Mayer (MGM),0
Boys and Girls,PG-13,0.472972972972973,0.4676888296353757,0.8014314690385113,0.7310580404543396,0.1490384615384615,9.680406499268877,52.274195096051926,normal,Others,Others,Others,Comedy,United States,Others,0
Whatever It Takes,PG-13,0.4864864864864864,0.41776076526194195,0.7931490870977834,0.6691485754005666,0.1490384615384615,9.210440366976515,50.657422018370845,normal,Others,Others,Others,Comedy,United States,Columbia Pictures,0
Chuck & Buck,R,0.635135135135135,0.35032225398710226,0.3447017251335175,0.5320189930157917,0.15865384615384615,8.575650760987806,56.59929502251951,normal,Others,Others,Others,Comedy,United States,Others,1
Autumn in New York,PG-13,0.4999999999999999,0.5150989009877643,0.858646017592079,0.8120600393819373,0.1923076923076923,10.12667110305036,56.70935817708201,normal,Others,Others,Richard Gere,Drama,United States,Metro-Goldwyn-Mayer (MGM),0
Pollock,R,0.6891891891891891,0.5232747409531712,0.6384322308341582,0.675900249003639,0.28365384615384615,10.203629181337648,71.42540426936354,long,Others,Others,Others,Biography,United States,Others,0
The Art of War,R,0.5135135135135135,0.5308660969743816,0.851248089728123,0.7598651953506439,0.2596153846153846,10.275085591132717,58.56798786945648,normal,Others,Others,Others,Action,United States,Others,0
Left Behind: The Movie,PG-13,0.3513513513513513,0.408903428656467,0.6009572235552868,0.614183424163123,0.15865384615384615,9.12706745278236,41.07180353752062,normal,Others,Others,Others,Action,Canada,Others,0
Psycho Beach Party,Unrated,0.581081081081081,0.3580506252785286,0.5103043545395786,0.4363023174372174,0.15384615384615385,8.648396877031582,53.620060637595806,normal,Others,Others,Others,Comedy,Others,Others,0
Bait,R,0.527027027027027,0.4278853223684982,0.836227317075673,0.6979412545888137,0.2692307692307693,9.305741456739437,53.97330044908872,normal,Others,Others,Others,Action,Canada,Others,0
Saving Grace,R,0.6756756756756757,0.4802010765401975,0.6856451599423127,0.7378969403474291,0.14423076923076922,9.798182590890704,67.60745987714586,normal,Others,Others,Others,Comedy,United Kingdom,Others,1
Hamlet,R,0.5540540540540541,0.408903428656467,0.5368932854079981,0.5674281000778876,0.23557692307692313,9.12706745278236,54.76240471669416,normal,Others,Others,Others,Drama,United States,Others,0
The Isle,Not Rated,0.6891891891891891,0.4456312582643768,0.472829370366873,0.28313980200668837,0.1298076923076923,9.472781556562168,66.30947089593518,normal,Others,Others,Others,Drama,Others,Others,0
Highlander: Endgame,R,0.3648648648648648,0.4913937325280403,0.7703331046475647,0.6994726395901469,0.11538461538461536,9.90353755128617,45.55627273591638,short,Others,Others,Others,Action,United Kingdom,Others,0
Dr. T & the Women,R,0.3648648648648648,0.4802010765401975,0.7626265798411348,0.7230816190117451,0.28365384615384615,9.798182590890704,45.07163991809723,long,Others,Others,Richard Gere,Comedy,United States,Others,0
The Yards,R,0.6081081081081081,0.4913937325280403,0.7665601417880045,0.5161306266550285,0.25,9.90353755128617,63.382640328231496,normal,Others,Others,Mark Wahlberg,Crime,United States,Others,0
Urban Legends: Final Cut,R,0.32432432432432423,0.4676888296353757,0.7167435227488349,0.7568811332363361,0.16346153846153844,9.680406499268877,41.62574794685616,normal,Others,Others,Others,Horror,Canada,Others,1
Woman on Top,R,0.45945945945945943,0.41776076526194195,0.665021173255664,0.6710245845792171,0.13942307692307693,9.210440366976515,48.815333944975535,normal,Others,Others,Others,Comedy,United States,Others,0
Ready to Rumble,PG-13,0.472972972972973,0.4535037261729734,0.7665601417880045,0.6839333818236986,0.21153846153846156,9.546884034617923,51.5531737869368,normal,Others,Others,Others,Comedy,United States,Others,0
The Ladies Man,R,0.44594594594594594,0.4456312582643768,0.7665601417880045,0.6902969820229035,0.10096153846153844,9.472781556562168,49.25846409412328,short,Others,Others,Others,Comedy,United States,Others,0
The Contender,R,0.6756756756756757,0.5062410101802298,0.7497091165745452,0.7218979334973106,0.3028846153846154,10.043292972227004,69.29872150836633,long,Others,Others,Others,Drama,United States,Others,0
Nine Queens,R,0.8108108108108109,0.5908387965786827,0.5103043545395786,0.6837337358669708,0.2451923076923077,10.839600519357369,85.63284410292322,normal,Others,Others,Others,Crime,Others,Others,1
The Broken Hearts Club: A Romantic Comedy,R,0.6891891891891891,0.3843305863358819,0.472829370366873,0.5665612514777365,0.1490384615384615,8.895766604056085,62.2703662283926,normal,Others,Others,Others,Comedy,United States,Others,1
The in Crowd,PG-13,0.3783783783783784,0.33055529747238277,0.7665601417880045,0.6285793754026674,0.20192307692307687,8.38958706681109,39.43105921401213,normal,Others,Others,Others,Drama,United States,Others,0
Girlfight,R,0.6621621621621621,0.4111879501784129,0.472829370366873,0.5541598343033516,0.22596153846153844,9.148571345578551,62.210285149934144,normal,Others,Others,Others,Drama,United States,Others,0
Gossip,R,0.5405405405405406,0.46083285598885004,0.7665601417880045,0.6846490925508999,0.1298076923076923,9.61587214452889,56.733645652720455,normal,Others,Others,Others,Drama,United States,Others,0
Waking the Dead,R,0.6216216216216216,0.37834463029383747,0.6706243886490505,0.43693161028536626,0.20192307692307687,8.839421607620602,57.45624044953392,normal,Others,Others,Others,Drama,United States,Others,0
My Dog Skip,PG,0.6891891891891891,0.4913937325280403,0.6384322308341582,0.7516094171400771,0.15384615384615385,9.90353755128617,69.32476285900319,normal,Others,Others,Others,Comedy,United States,Others,1
Duets,R,0.5675675675675674,0.408903428656467,0.7542185355291783,0.6431730330990324,0.23557692307692313,9.12706745278236,55.6751114619724,normal,Others,Others,Others,Comedy,United States,Others,0
The Weight of Water,R,0.5405405405405406,0.407742477538634,0.7290851287325871,0.4479725020360474,0.2451923076923077,9.116139576577355,53.7852235018064,normal,Others,Others,Others,Crime,United States,Others,0
Lucky Numbers,R,0.41891891891891886,0.4166931492069278,0.8557575088294623,0.6752852210836959,0.20192307692307687,9.200391041122517,46.001955205612575,normal,Others,Others,John Travolta,Comedy,France,Paramount Pictures,0
Animal Factory,R,0.635135135135135,0.4456312582643768,0.5912193058337692,0.319419950824502,0.1490384615384615,9.472781556562168,62.52035827331031,normal,Others,Others,Others,Crime,United States,Others,0
Bless the Child,R,0.43243243243243235,0.4535037261729734,0.858646017592079,0.7599331650087453,0.21153846153846156,9.546884034617923,48.68910857655141,normal,Others,Others,Others,Crime,United States,Paramount Pictures,0
Rugrats in Paris,G,0.581081081081081,0.4371283956946741,0.7871841300150656,0.82042788642378,0.07211538461538458,9.39274525863144,58.23502060351494,short,Others,Others,Others,Animation,Germany,Paramount Pictures,1
Small Time Crooks,PG,0.6486486486486486,0.5595802197737881,0.7703331046475647,0.7405211462025316,0.1490384615384615,10.545367754151744,70.65396395281668,normal,Woody Allen,Woody Allen,Others,Comedy,United States,Others,0
Bounce,PG-13,0.5135135135135135,0.4913937325280403,0.8014314690385113,0.7778940396382381,0.20673076923076927,9.90353755128617,56.45016404233117,normal,Others,Others,Others,Drama,United States,Others,0
Brother,Not Rated,0.7027027027027026,0.5015187724635509,0.6856451599423127,0.6970114712031221,0.2451923076923077,9.99884318585288,70.99178661955546,normal,Others,Others,Others,Crime,United States,Others,0
Nurse Betty,R,0.581081081081081,0.5445927945487051,0.8014314690385113,0.7392819208359911,0.22596153846153844,10.404293143019792,64.50661748672272,normal,Others,Others,Others,Comedy,Germany,Others,0
The House of Mirth,PG,0.6891891891891891,0.382865419276764,0.6856451599423127,0.6271507775675436,0.34615384615384615,8.881975184248867,62.17382628974208,long,Others,Others,Others,Others,United Kingdom,Others,0
Beautiful,PG-13,0.4999999999999999,0.3121518960155386,0.7167435227488349,0.5956613876318038,0.23557692307692313,8.216358332386156,46.01160666136247,normal,Others,Others,Others,Comedy,United States,Others,0
Here on Earth,PG-13,0.44594594594594594,0.39796773758361914,0.7231201718424208,0.67518399035962,0.15865384615384615,9.024131268455037,46.92548259596618,normal,Others,Others,Others,Drama,United States,Others,0
The Million Dollar Hotel,R,0.5405405405405406,0.4965768285418285,0.665021173255664,0.3764217084006439,0.28365384615384615,9.952325334619427,58.71871947425463,long,Others,Others,Others,Drama,Germany,Others,0
The Tigger Movie,G,0.6081081081081081,0.4802010765401975,0.7871841300150656,0.8158123428438797,0.06730769230769229,9.798182590890704,62.70836858170051,short,Others,Others,Others,Animation,United States,Others,1
What Planet Are You From?,R,0.4999999999999999,0.407742477538634,0.851248089728123,0.6921591985924085,0.20192307692307687,9.116139576577355,51.05038162883319,normal,Others,Others,Others,Comedy,United States,Others,0
Committed,R,0.43243243243243235,0.3121518960155386,0.574368284984811,0.3141371789989433,0.16826923076923078,8.216358332386156,41.90342749516939,normal,Others,Others,Others,Comedy,United States,Others,0
Harrison's Flowers,R,0.7027027027027026,0.36525471178568925,0.665021173255664,0.5928262400663129,0.27884615384615385,8.716207971151853,61.88507659517816,long,Others,Others,Others,Drama,France,Others,0
The Specials,R,0.527027027027027,0.25694115540180484,0.472829370366873,0.24240376037470185,0.09134615384615385,7.696667081526462,44.64066907285348,short,Others,Others,Others,Action,United States,Others,0
Love's Labour's Lost,PG,0.5540540540540541,0.33055529747238277,0.709894111775549,0.4435065951975122,0.14423076923076922,8.38958706681109,50.33752240086655,normal,Others,Others,Others,Others,United Kingdom,Others,0
Lost Souls,R,0.3918918918918919,0.4278853223684982,0.8343970640525399,0.7435142036994069,0.16346153846153844,9.305741456739437,44.667558992349285,normal,Others,Others,Others,Drama,United States,Others,0
The Golden Bowl,R,0.5405405405405406,0.3256142730997771,0.7231201718424208,0.6341217962263737,0.3221153846153846,8.343077871169383,49.22415943989936,long,Others,Others,Others,Drama,United States,Others,0
Digimon: The Movie,PG,0.5675675675675674,0.3798730350118448,0.6215812079313173,0.7026491295334316,0.09134615384615385,8.853808274977197,54.0082304773609,short,Others,Others,Others,Animation,United States,Others,1
The Next Best Thing,PG-13,0.3783783783783784,0.4278853223684982,0.7703331046475647,0.7272336001968613,0.21634615384615385,9.305741456739437,43.73698484667535,normal,Others,Others,Others,Comedy,United States,Others,0
Gun Shy,R,0.5135135135135135,0.3798730350118448,0.7167435227488349,0.5979509530734513,0.1826923076923077,8.853808274977197,50.466707167370025,normal,Others,Others,Others,Comedy,United States,Others,0
Harry Potter and the Sorcerer's Stone,PG,0.7702702702702701,0.8667988834578505,0.91908501319418,0.9673422908961706,0.4278846153846154,13.437175577097312,102.12253438593956,long,Others,Others,Others,Adventure,United Kingdom,Warner Bros.,1
The Fast and the Furious,PG-13,0.6621621621621621,0.7990433892180105,0.8090323052566591,0.8653730398116235,0.20673076923076927,12.799402253235032,87.03593532199821,normal,Others,Others,Others,Action,United States,Universal Pictures,1
Legally Blonde,PG-13,0.5945945945945945,0.7333203299762178,0.7399711967991446,0.840859567651483,0.15865384615384615,12.180759965737863,76.73878778414854,normal,Others,Others,Others,Comedy,United States,Metro-Goldwyn-Mayer (MGM),1
Mulholland Dr.,R,0.8108108108108109,0.7895324085303438,0.7231201718424208,0.7153478039519341,0.40384615384615385,12.709876675502672,100.40802573647112,long,Others,Others,Others,Drama,France,Others,0
"Monsters, Inc.",G,0.8378378378378376,0.8882162728025144,0.9113784881305681,0.931717684907597,0.13942307692307693,13.63877457278093,110.47407403952552,normal,Others,Others,Others,Animation,United States,Others,1
Spirited Away,PG,0.9054054054054052,0.8658642373374391,0.7449683464354199,0.9001645273828545,0.29807692307692313,13.428377879293798,115.48404976192666,long,Others,Others,Others,Animation,Others,Others,1
Donnie Darko,R,0.8243243243243242,0.8771356698763294,0.6384322308341582,0.6466017281919367,0.24038461538461542,13.534474352733596,108.27579482186876,normal,Others,Others,Others,Drama,United States,Others,0
Not Another Teen Movie,R,0.5135135135135135,0.6623722714334869,0.7231201718424208,0.7919878218687113,0.125,11.51293546492023,65.62373215004531,short,Others,Others,Others,Comedy,United States,Columbia Pictures,1
Scary Movie 2,R,0.45945945945945943,0.7068546805073742,0.8246591439690568,0.8406069667171272,0.09615384615384615,11.93164237875414,63.23770460739694,short,Others,Others,Others,Comedy,United States,Others,1
Ocean's Eleven,PG-13,0.7837837837837837,0.839744804576594,0.8834402516205774,0.9154798194501415,0.2548076923076923,13.182519183461476,101.50539771265336,normal,Steven Soderbergh,Others,Others,Crime,United States,Warner Bros.,1
Shrek,PG,0.8108108108108109,0.8579069158199232,0.851248089728123,0.9205879286616865,0.1298076923076923,13.353476685668044,105.49246581677755,normal,Others,Others,Others,Animation,United States,Others,1
Black Hawk Down,R,0.7837837837837837,0.8019383173866353,0.8907544993342241,0.8536979528161561,0.38942307692307687,12.826651821423711,98.7652190249626,long,Ridley Scott,Others,Others,Drama,United States,Others,0
