name,rating,score,votes,budget,gross,runtime,log_votes,weighted_score,runtime_category,director_top10,writer_top10,star_top30,genre_top10,country_top5,company_top10,is_hit
The Shining,R,0.8783783783783784,0.898939400134038,0.7449683464354199,0.7696253798806081,0.39903846153846156,13.73970992329606,115.41356335568692,long,Others,Stephen King,Others,Drama,United Kingdom,Warner Bros.,1
The Blue Lagoon,R,0.527027027027027,0.6166075091500453,0.6118432896963292,0.7841367122819378,0.19711538461538458,11.082157933374816,64.27651601357393,normal,Others,Others,Others,Adventure,United States,Columbia Pictures,1
Star Wars: Episode V - The Empire Strikes Back,PG,0.9189189189189187,0.9263617655189137,0.7399711967991446,0.9269454631526257,0.2932692307692307,13.997832948091215,121.78114664839356,long,Others,Others,Others,Action,United States,Others,1
Airplane!,PG,0.7837837837837837,0.7466172952399496,0.5886156200471969,0.8066689287083892,0.12019230769230771,12.30592250537653,94.75560329139928,short,Others,Others,Others,Comedy,United States,Paramount Pictures,1
Caddyshack,R,0.7297297297297296,0.6705483474710373,0.6384322308341582,0.7589742403776261,0.16826923076923078,11.58989576532275,84.60623908685606,normal,Others,Others,Others,Comedy,United States,Others,1
Friday the 13th,R,0.6081081081081081,0.6843647570712158,0.41757450515128547,0.7588255242536375,0.15384615384615385,11.719947764402807,75.00766569217797,normal,Others,Others,Others,Horror,United States,Paramount Pictures,1
The Blues Brothers,R,0.8108108108108109,0.7294365597759546,0.7774462100685081,0.8274845886803885,0.33653846153846156,12.144202560946876,95.93920023148031,long,Others,Others,Others,Action,United States,Universal Pictures,1
Raging Bull,R,0.8513513513513512,0.7892109642363258,0.7399711967991446,0.724638958689169,0.3173076923076923,12.706850963741102,104.19617790267704,long,Others,Others,Robert De Niro,Biography,United States,Others,0
Superman II,PG,0.6621621621621621,0.6634293599807556,0.8415101696104085,0.8234148704861723,0.3076923076923077,11.52288569676448,78.35562273799847,long,Others,Others,Others,Action,United States,Others,1
The Long Riders,R,0.6891891891891891,0.41776076526194195,0.6856451599423127,0.6992751704078257,0.17788461538461536,9.210440366976515,64.47308256883562,normal,Others,Others,Others,Biography,United States,Others,0
Any Which Way You Can,PG,0.5675675675675674,0.4802010765401975,0.7231201718424208,0.7959576146092227,0.2548076923076923,9.798182590890704,59.76891380443329,normal,Others,Others,Clint Eastwood,Action,United States,Others,1
The Gods Must Be Crazy,PG,0.7297297297297296,0.5969110523919509,0.6215812079313173,0.7407305266800888,0.22115384615384615,10.896757843893464,79.54633226042229,normal,Others,Others,Others,Adventure,Others,Others,1
Popeye,PG,0.45945945945945943,0.534467593659968,0.7497091165745452,0.7733903247989999,0.2451923076923077,10.308985993422082,54.63762576513703,normal,Others,Others,Robin Williams,Adventure,United States,Paramount Pictures,1
Ordinary People,R,0.7837837837837837,0.5865888116819079,0.6384322308341582,0.7794941962455015,0.2932692307692307,10.799595985047786,83.15688908486796,long,Others,Others,Others,Drama,United States,Paramount Pictures,1
Dressed to Kill,R,0.7027027027027026,0.5567471253106125,0.6458301576316748,0.7446220802865158,0.19711538461538458,10.518700218288163,74.68277154984597,normal,Brian De Palma,Others,Others,Crime,United States,Others,1
Somewhere in Time,PG,0.7162162162162161,0.5232747409531712,0.6234114606282458,0.6678818779303459,0.1923076923076923,10.203629181337648,73.46613010563107,normal,Others,Others,Others,Drama,United States,Others,0
9 to 5,PG,0.6756756756756757,0.5308660969743816,0.6856451599423127,0.8204338543127503,0.22115384615384615,10.275085591132717,70.89809057881574,normal,Others,Others,Others,Comedy,United States,Others,1
The Fog,R,0.6621621621621621,0.6182294636717077,0.472829370366873,0.719014904042671,0.125,11.097425172408933,75.46249117238072,short,Others,Others,Others,Horror,United States,Others,1
Cruising,R,0.6216216216216216,0.4913937325280403,0.6944541795198192,0.7139017691503944,0.1875,9.90353755128617,64.37299408336011,normal,Others,Others,Others,Crime,Others,Others,0
Heaven's Gate,R,0.6621621621621621,0.4535037261729734,0.8225820957250712,0.6017660772063382,0.75,9.546884034617923,64.91881143540189,long,Others,Others,Others,Adventure,United States,Others,0
The Final Countdown,PG,0.6486486486486486,0.5015187724635509,0.7024961843855658,0.7026669937149934,0.1923076923076923,9.99884318585288,66.9922493452143,normal,Others,Others,Others,Action,United States,Others,0
Xanadu,PG,0.45945945945945943,0.4371283956946741,0.7497091165745452,0.7228504115878622,0.15865384615384615,9.39274525863144,49.78154987074664,normal,Others,Others,Others,Fantasy,United States,Universal Pictures,0
Brubaker,R,0.7162162162162161,0.47412905216370305,0.6759072406803831,0.7544045933583847,0.32692307692307687,9.741027444837728,70.13539760283165,long,Others,Others,Others,Crime,United States,Twentieth Century Fox,1
American Gigolo,R,0.581081081081081,0.5015187724635509,0.6178082456879218,0.7227968288339257,0.2596153846153846,9.99884318585288,61.99282775228786,normal,Others,Others,Richard Gere,Crime,United States,Paramount Pictures,1
Cattle Annie and Little Britches,PG,0.5675675675675674,0.11974184188166248,0.6234114606282458,0.48085103907190957,0.16346153846153844,6.405228458030842,39.071893593988136,normal,Others,Others,Others,Drama,United States,Others,0
Private Benjamin,R,0.581081081081081,0.5107622481522179,0.6856451599423127,0.7951863524921783,0.22115384615384615,10.085850775128716,62.53227480579805,normal,Others,Others,Others,Comedy,United States,Warner Bros.,1
The Hollywood Knights,R,0.5945945945945945,0.32811350808110396,0.6009572235552868,0.6697832096916667,0.13461538461538458,8.366602832783736,52.709597846537534,normal,Others,Others,Others,Comedy,United States,Others,1
Motel Hell,R,0.5540540540540541,0.4278853223684982,0.574368284984811,0.640409620307814,0.1826923076923077,9.305741456739437,55.83444874043661,normal,Others,Others,Others,Comedy,United States,Others,1
The Stunt Man,R,0.7027027027027026,0.4065686993894363,0.5886156200471969,0.6473578148387269,0.32692307692307687,9.105090961257083,64.6461458249253,long,Others,Others,Others,Action,United States,Others,1
The Island,R,0.45945945945945943,0.3177431667737549,0.7585181365721639,0.6989543013805781,0.22115384615384615,8.268988209506656,43.82563751038528,normal,Others,Others,Others,Action,United States,Universal Pictures,0
The Nude Bomb,PG,0.43243243243243235,0.29336076151032753,0.7231201718424208,0.6944722846580715,0.1490384615384615,8.03947991910045,41.00134758741229,normal,Others,Others,Others,Action,United States,Universal Pictures,0
Stardust Memories,PG,0.7297297297297296,0.5015187724635509,0.6856451599423127,0.6722453499256473,0.125,9.99884318585288,72.99155525672603,short,Woody Allen,Woody Allen,Others,Comedy,United States,Others,0
Melvin and Howard,R,0.6621621621621621,0.33294222285120445,0.6526795680971326,0.6154751565953696,0.15384615384615385,8.412054873292933,57.20197313839194,normal,Others,Others,Others,Comedy,United States,Universal Pictures,0
Bronco Billy,PG,0.5675675675675674,0.4278853223684982,0.6458301576316748,0.7269759141902323,0.2548076923076923,9.305741456739437,56.76502288611055,normal,Clint Eastwood,Others,Clint Eastwood,Action,United States,Warner Bros.,1
When Time Ran Out...,PG,0.3648648648648648,0.2746811509277505,0.7497091165745452,0.6067434135940664,0.27884615384615385,7.8636512654486515,36.172795821063794,long,Others,Others,Others,Action,United States,Others,0
Oh Heavenly Dog,PG,0.472972972972973,0.2661810110894568,0.6384322308341582,0.6391088247513053,0.1923076923076923,7.783640596221253,42.03165921959477,normal,Others,Others,Others,Comedy,United States,Others,0
The Octagon,R,0.43243243243243235,0.3482990052622986,0.6009572235552868,0.7110950503499964,0.1923076923076923,8.556606193773073,43.638691588242665,normal,Others,Others,Others,Action,United States,Others,1
The Last Flight of Noah's Ark,G,0.527027027027027,0.20108370922922725,0.6384322308341582,0.6759323218468101,0.16346153846153844,7.170888478512505,41.591153175372526,normal,Others,Others,Others,Adventure,United States,Others,0
Willie & Phil,R,0.5405405405405406,0.07995127910715571,0.6303902266685989,0.6168161373271221,0.25,6.030685260261263,35.581043035541455,normal,Others,Others,Others,Comedy,United States,Twentieth Century Fox,0
Phobia,R,0.28378378378378377,0.10903525520013224,0.6234114606282458,0.33881436556134376,0.1490384615384615,6.304448802421981,25.217795209687925,normal,Others,Others,Others,Drama,Canada,Others,0
Indiana Jones and the Raiders of the Lost Ark,PG,0.8783783783783784,0.8963877226683971,0.7399711967991446,0.906132419423713,0.25,13.715691327653827,115.21180715229217,normal,Steven Spielberg,Others,Harrison Ford,Action,United States,Paramount Pictures,1
An American Werewolf in London,R,0.7567567567567567,0.6591363918114171,0.6856451599423127,0.7420859252590815,0.16346153846153844,11.48247656671073,86.11857425033048,normal,Others,Others,Others,Comedy,United Kingdom,Others,1
Escape from New York,R,0.7162162162162161,0.6910590495088508,0.6384322308341582,0.7295276304421241,0.17307692307692307,11.78296023574194,84.83731369734197,normal,Others,Others,Others,Action,United States,Others,1
The Evil Dead,NC-17,0.7567567567567567,0.7316732112380565,0.3757999849528125,0.591167183955144,0.10576923076923078,12.165255859329688,91.23941894497268,short,Others,Others,Others,Horror,United States,Others,1
Porky's,R,0.581081081081081,0.5650293554348617,0.5575172651627937,0.8252398727351145,0.1490384615384615,10.59665973278358,65.69929034325818,normal,Others,Others,Others,Comedy,Canada,Others,1
Blow Out,R,0.7432432432432432,0.5821616975405025,0.7399711967991446,0.6815460214687243,0.21634615384615385,10.757924157061597,79.60863876225582,normal,Brian De Palma,Others,John Travolta,Crime,United States,Others,0
Clash of the Titans,PG,0.6756756756756757,0.5702125779126997,0.7231201718424208,0.7609607645447098,0.26442307692307687,10.645448706505872,73.45359607489053,normal,Others,Others,Others,Action,United Kingdom,Others,1
Excalibur,R,0.7432432432432432,0.6063185842652977,0.6944541795198192,0.7505542997365338,0.3701923076923077,10.985309671896765,81.29129157203604,long,Others,Others,Others,Adventure,United Kingdom,Others,1
Mad Max 2,R,0.7702702702702701,0.7187444950310776,0.574368284984811,0.7253679849171049,0.15865384615384615,12.04355959836804,91.5310529475971,normal,Others,Others,Mel Gibson,Action,Others,Others,1
Stripes,R,0.6756756756756757,0.6214009228774041,0.6856451599423127,0.8080785719701005,0.20673076923076927,11.127277689932466,76.77821606053402,normal,Others,Others,Others,Comedy,United States,Columbia Pictures,1
The Cannonball Run,PG,0.581081081081081,0.5477642064135718,0.7399711967991446,0.79730541159695,0.15384615384615385,10.434145214930489,64.69170033256901,normal,Others,Others,Others,Action,United States,Others,1
Thief,R,0.7432432432432432,0.5232747409531712,0.6303902266685989,0.6787604491315309,0.28846153846153844,10.203629181337648,75.5068559418986,long,Others,Others,Others,Action,United States,Others,1
Time Bandits,PG,0.6891891891891891,0.6081041018246233,0.6215812079313173,0.7629332067847321,0.22596153846153844,11.002116507732016,77.01481555412413,normal,Others,Others,Others,Adventure,United Kingdom,Others,1
Friday the 13th Part 2,R,0.5675675675675674,0.6098601058296785,0.4934533408792051,0.7198338444576853,0.11538461538461536,11.0186455364637,67.21373777242856,short,Others,Others,Others,Horror,United States,Others,1
For Your Eyes Only,PG,0.6486486486486486,0.6557988461182372,0.7808074807014206,0.7795487146227653,0.3076923076923077,11.451060699493429,76.72210668660595,long,Others,Others,Others,Action,United Kingdom,Others,0
Halloween II,R,0.6216216216216216,0.6346058288370026,0.5575172651627937,0.7302625075637872,0.13942307692307693,11.251573687764475,73.1352289704691,normal,Others,Others,Others,Horror,United States,Others,1
Taps,PG,0.6621621621621621,0.47412905216370305,0.7167435227488349,0.7521665345036017,0.3028846153846154,9.741027444837728,66.23898662489655,long,Others,Others,Others,Drama,United States,Others,1
Reds,PG,0.7297297297297296,0.4965768285418285,0.7931490870977834,0.7598368179646438,0.6346153846153846,9.952325334619427,72.65197494272182,long,Others,Others,Others,Biography,United States,Others,0
The Fox and the Hound,G,0.7297297297297296,0.6475775652185128,0.7024961843855658,0.788995973829931,0.09615384615384615,11.373674891823535,83.0278267103118,short,Others,Others,Others,Animation,United States,Others,1
Chariots of Fire,PG,0.7162162162162161,0.6007745926215647,0.6303902266685989,0.7846284170087505,0.29807692307692313,10.933124826700707,78.7184987522451,long,Others,Others,Others,Biography,United Kingdom,Others,1
Absence of Malice,PG,0.6756756756756757,0.4371283956946741,0.7024961843855658,0.7603687159614787,0.2548076923076923,9.39274525863144,64.80994228455695,normal,Others,Others,Others,Drama,United States,Columbia Pictures,1
Tarzan the Ape Man,Approved,0.2027027027027027,0.35032225398710226,0.6458301576316748,0.7534302106308832,0.25,8.575650760987806,29.15721258735854,normal,Others,Others,Others,Adventure,United States,Metro-Goldwyn-Mayer (MGM),1
Victory,PG,0.6486486486486486,0.5308660969743816,0.6856451599423127,0.6750668142059695,0.2548076923076923,10.275085591132717,68.8430734605892,normal,Others,Others,Others,Drama,United Kingdom,Others,0
Arthur,PG,0.6756756756756757,0.5232747409531712,0.6526795680971326,0.8153422434181563,0.16346153846153844,10.203629181337648,70.40504135122978,normal,Others,Others,Others,Comedy,United States,Others,1
History of the World: Part I,R,0.6756756756756757,0.5821616975405025,0.6944541795198192,0.7441631709884942,0.13942307692307693,10.757924157061597,74.22967668372502,normal,Others,Others,Others,Comedy,United States,Others,1
The Howling,R,0.635135135135135,0.5413237886133447,0.472829370366873,0.7076547688385131,0.13461538461538458,10.373522431293592,68.46524804653771,normal,Others,Others,Others,Horror,United States,Others,1
Dragonslayer,PG,0.6486486486486486,0.4676888296353757,0.7399711967991446,0.6919963336926174,0.22115384615384615,9.680406499268877,64.85872354510147,normal,Others,Others,Others,Action,United Kingdom,Paramount Pictures,0
Cutter's Way,R,0.6756756756756757,0.35032225398710226,0.574368284984811,0.5574293818463678,0.22115384615384615,8.575650760987806,59.17199025081586,normal,Others,Others,Jeff Bridges,Crime,United States,Others,0
Quest for Fire,R,0.7297297297297296,0.4965768285418285,0.706269147091085,0.7175357102891207,0.17788461538461536,9.952325334619427,72.65197494272182,normal,Others,Others,Others,Adventure,Canada,Others,0
The Final Conflict,R,0.4999999999999999,0.48594473664249616,0.6215812079313173,0.7160058414643318,0.21634615384615385,9.852246888342531,55.17258257471817,normal,Others,Others,Others,Horror,United Kingdom,Twentieth Century Fox,1
Mommie Dearest,R,0.6486486486486486,0.46083285598885004,0.6215812079313173,0.7113030519775994,0.3173076923076923,9.61587214452889,64.42634336834357,long,Others,Others,Others,Biography,United States,Paramount Pictures,1
Private Lessons,R,0.44594594594594594,0.3031712565497444,0.5679916376516959,0.7321184232192022,0.11538461538461536,8.131824785007195,42.28548888203742,short,Others,Others,Others,Comedy,United States,Others,1
The Postman Always Rings Twice,R,0.635135135135135,0.5015187724635509,0.7024961843855658,0.6835397831993717,0.28365384615384615,9.99884318585288,65.992365026629,long,Others,David Mamet,Others,Crime,Others,Others,0
Deadly Blessing,R,0.4999999999999999,0.3482990052622986,0.5575172651627937,0.6575986982964983,0.17788461538461536,8.556606193773073,47.9169946851292,normal,Others,Others,Others,Horror,United States,Others,1
Eyewitness,R,0.5540540540540541,0.33294222285120445,0.6706243886490505,0.6409901744780362,0.1923076923076923,8.412054873292933,50.4723292397576,normal,Others,Others,Others,Crime,United States,Twentieth Century Fox,0
Outland,R,0.635135135135135,0.5271382109236692,0.7290851287325871,0.705423863549482,0.22115384615384615,10.239995502805316,67.58397031851509,normal,Others,Others,Others,Action,United Kingdom,Others,0
S.O.B.,R,0.6081081081081081,0.3580506252785286,0.7024961843855658,0.6953683124616914,0.28365384615384615,8.648396877031582,55.349740013002126,long,Others,Others,Others,Comedy,United States,Others,0
The Beyond,R,0.6621621621621621,0.4965768285418285,0.3881415587530318,0.38646921255038874,0.11538461538461536,9.952325334619427,67.6758122754121,short,Others,Others,Others,Horror,Others,Others,0
One from the Heart,R,0.6216216216216216,0.3580506252785286,0.7739580694742204,0.4921109259267235,0.21153846153846156,8.648396877031582,56.21457970070528,normal,Others,Others,Others,Drama,United States,Others,0
True Confessions,R,0.5945945945945945,0.38720165903926074,0.6856451599423127,0.6859627570365079,0.21634615384615385,8.922791623969637,56.21358723100871,normal,Others,Others,Robert De Niro,Crime,United States,Others,0
Nighthawks,R,0.6081081081081081,0.4802010765401975,0.6215812079313173,0.7141968587817336,0.17307692307692307,9.798182590890704,62.70836858170051,normal,Others,Others,Sylvester Stallone,Action,United States,Universal Pictures,1
Neighbors,R,0.4999999999999999,0.38860861351297105,0.6706243886490505,0.7404817574169706,0.1490384615384615,8.936035096566041,50.04179654076982,normal,Others,Others,Others,Comedy,United States,Columbia Pictures,1
Wolfen,R,0.5945945945945945,0.4111879501784129,0.7346883444657702,0.6737049927003582,0.25,9.148571345578551,57.63599947714487,normal,Others,Others,Others,Horror,United States,Others,0
Prince of the City,R,0.7567567567567567,0.38860861351297105,0.671705392181322,0.6563810729765669,0.5,8.936035096566041,67.02026322424531,long,Others,Others,Others,Crime,United States,Others,0
Eyes of a Stranger,R,0.5540540540540541,0.2661810110894568,0.4522054044757694,0.5284605942533298,0.10096153846153844,7.783640596221253,46.70184357732752,short,Others,Others,Others,Horror,United States,Others,0
Under the Rainbow,PG,0.472972972972973,0.2746811509277505,0.7497091165745452,0.7106017173174328,0.16826923076923078,7.8636512654486515,42.46371683342272,normal,Others,Others,Others,Comedy,United States,Others,0
Carbon Copy,PG,0.4999999999999999,0.2746811509277505,0.6384322308341582,0.6669245999436413,0.13942307692307693,7.8636512654486515,44.036447086512446,normal,Others,Others,Others,Comedy,United States,Others,0
Modern Problems,PG,0.43243243243243235,0.3419872554889243,0.665021173255664,0.731811327462351,0.14423076923076922,8.497194544909547,43.33569217903869,normal,Others,Others,Others,Comedy,United States,Twentieth Century Fox,1
Pennies from Heaven,R,0.6216216216216216,0.35032225398710226,0.7585181365721639,0.6642020348800373,0.21634615384615385,8.575650760987806,55.74172994642073,normal,Others,Others,Others,Drama,United States,Metro-Goldwyn-Mayer (MGM),0
The Legend of the Lone Ranger,PG,0.43243243243243235,0.24682045926850016,0.7399711967991446,0.6847851176223567,0.16826923076923078,7.601402334583733,38.76715190637704,normal,Others,Others,Others,Action,United States,Others,0
Sphinx,PG,0.44594594594594594,0.20108370922922725,0.7167435227488349,0.5666777743617786,0.26442307692307687,7.170888478512505,37.28862008826503,normal,Others,Others,Others,Adventure,United Kingdom,Others,0
Zoot Suit,R,0.6621621621621621,0.18335113356237587,0.5646303681190777,0.5973914146328096,0.1923076923076923,7.00397413672268,47.62702412971422,normal,Others,Others,Others,Drama,United States,Universal Pictures,0
Buddy Buddy,R,0.6216216216216216,0.33294222285120445,0.6856451599423127,0.6491116274650963,0.15865384615384615,8.412054873292933,54.678356676404064,normal,Others,Others,Others,Comedy,United States,Others,0
Bustin' Loose,R,0.5675675675675674,0.2862779939782957,0.6944541795198192,0.7433191791416294,0.1490384615384615,7.972810784121404,48.63414578314056,normal,Others,Others,Others,Comedy,United States,Universal Pictures,1
Heartbeeps,PG,0.32432432432432423,0.20108370922922725,0.7024961843855658,0.5707540305080485,0.07211538461538458,7.170888478512505,30.83482045760377,short,Others,Others,Others,Comedy,United States,Universal Pictures,0
Take This Job and Shove It,PG,0.41891891891891886,0.14425277413903037,0.5886156200471969,0.7061418354449527,0.17788461538461536,6.635946555686647,33.179732778433234,normal,Others,Others,Others,Comedy,United States,Others,1
Whose Life Is It Anyway?,R,0.7297297297297296,0.27868907923996245,0.709894111775549,0.6570281114991583,0.2692307692307693,7.901377353792616,57.68005468268609,normal,Others,Others,Others,Comedy,United States,Metro-Goldwyn-Mayer (MGM),0
Inchon,PG,0.10810810810810817,0.1289857199678749,0.826690539085371,0.62760617091305,0.3701923076923077,6.492239835020471,17.529047554555273,long,Others,Others,Others,Drama,Others,Others,0
All Night Long,R,0.4864864864864864,0.2295642103711102,0.7167435227488349,0.6176073884842135,0.11538461538461536,7.438971592395862,40.91434375817724,short,Others,Others,Others,Comedy,United States,Universal Pictures,0
The Pursuit of D.B. Cooper,PG,0.4999999999999999,0.18335113356237587,0.7024961843855658,0.6056725466579307,0.17788461538461536,7.00397413672268,39.222255165647006,normal,Others,Others,Others,Adventure,United States,Others,0
Rollover,R,0.472972972972973,0.18335113356237587,0.7290851287325871,0.675053990903042,0.2548076923076923,7.00397413672268,37.82146033830247,normal,Others,Others,Others,Drama,United States,Others,0
Honky Tonk Freeway,PG,0.44594594594594594,0.1653050448362724,0.7665601417880045,0.5661001566049408,0.21153846153846156,6.834108738813838,35.53736544183196,normal,Others,Others,Others,Action,United States,Others,0
King of the Mountain,PG,0.4864864864864864,0.07172403633468882,0.5368932854079981,0.5588317449941591,0.1298076923076923,5.953243334287785,32.742838338582814,normal,Others,Others,Others,Action,United States,Others,0
Fast Times at Ridgemont High,R,0.7162162162162161,0.6602260063882829,0.6118432896963292,0.7340862401309565,0.1298076923076923,11.49273296168228,82.74767732411242,normal,Others,Others,Others,Comedy,United States,Universal Pictures,1
Blade Runner,R,0.8378378378378376,0.8706070842733301,0.7808074807014206,0.7618720684859557,0.2596153846153846,13.47302165746721,109.1314754254844,normal,Ridley Scott,Others,Harrison Ford,Action,United States,Others,0
The Thing,R,0.8378378378378376,0.8047564480847759,0.7231201718424208,0.7133048872658088,0.22115384615384615,12.853178505386332,104.1107458936293,normal,Others,Others,Others,Horror,United States,Universal Pictures,0
Conan the Barbarian,R,0.6756756756756757,0.6988741010770524,0.7497091165745452,0.7942598602184054,0.3173076923076923,11.856522261533735,81.81000360458279,long,Others,Others,Arnold Schwarzenegger,Action,United States,Universal Pictures,1
E.T. the Extra-Terrestrial,PG,0.7972972972972973,0.8044779753143351,0.6901545786768871,0.9519234818249511,0.25,12.850557278777307,100.234346774463,normal,Steven Spielberg,Others,Others,Others,United States,Universal Pictures,1
First Blood,R,0.7837837837837837,0.7526896400720605,0.7231201718424208,0.8328450579771174,0.14423076923076922,12.36308066783498,95.19572114232936,normal,Others,Others,Sylvester Stallone,Action,United States,Others,1
An Officer and a Gentleman,R,0.6891891891891891,0.5929016869613336,0.6590562167506008,0.8351641181657397,0.2932692307692307,10.859018228147889,76.01312759703521,long,Others,Others,Richard Gere,Drama,United States,Others,1
Grease 2,PG,0.33783783783783783,0.5477642064135718,0.7113052041031099,0.6966758953892453,0.25,10.434145214930489,45.91023894569415,normal,Others,Others,Others,Comedy,United States,Paramount Pictures,0
Annie,PG,0.635135135135135,0.5676525740522481,0.8343970640525399,0.7821448447481283,0.3076923076923077,10.62135173563291,70.1009214551772,long,Others,Others,Others,Comedy,United States,Columbia Pictures,0
Poltergeist,PG,0.7297297297297296,0.7040215293759707,0.6918984936306604,0.8015955074975114,0.2451923076923077,11.904974309480185,86.90631245920534,normal,Others,Others,Others,Horror,United States,Metro-Goldwyn-Mayer (MGM),1
48 Hrs.,R,0.6756756756756757,0.6289385565666935,0.7024961843855658,0.8030232074094532,0.15865384615384615,11.19822841866684,77.2677760888012,normal,Others,Others,Others,Action,United States,Paramount Pictures,1
Star Trek II: The Wrath of Khan,PG,0.7837837837837837,0.6772201033376136,0.6961195354020094,0.8030595627136137,0.24038461538461542,11.652696102959752,89.7257599927901,normal,Others,Others,Others,Action,United States,Paramount Pictures,1
Sophie's Choice,R,0.7702702702702701,0.5751546368021322,0.7024961843855658,0.7407395853648502,0.4182692307692307,10.691967639914864,81.25895406335296,long,Others,Others,Meryl Streep,Drama,United Kingdom,Others,1
Gandhi,PG,0.8243243243243242,0.7461354935172645,0.7585181365721639,0.7770952291585034,0.6153846153846154,12.301387370778713,98.4110989662297,long,Others,Others,Others,Biography,United Kingdom,Others,1
Tootsie,PG,0.7432432432432432,0.6623722714334869,0.7542185355291783,0.855249406720586,0.2548076923076923,11.51293546492023,85.1957224404097,normal,Others,Others,Others,Comedy,United States,Columbia Pictures,1
Tron,PG,0.6621621621621621,0.6772201033376136,0.7346883444657702,0.7468123505027393,0.15865384615384615,11.652696102959752,79.23833350012632,normal,Others,Others,Jeff Bridges,Action,United States,Others,0
The Secret of NIMH,G,0.7702702702702701,0.5567471253106125,0.6526795680971326,0.6944885547883319,0.09134615384615385,10.518700218288163,79.94212165899005,short,Others,Others,Others,Animation,United States,Others,1
The King of Comedy,PG,0.7972972972972973,0.6557988461182372,0.7497091165745452,0.5812724542565435,0.22115384615384615,11.451060699493429,89.31827345604873,normal,Others,Others,Robert De Niro,Comedy,United States,Others,0
Rocky III,PG,0.6621621621621621,0.7242249808069076,0.7346883444657702,0.8327624516365106,0.17307692307692307,12.095146671399466,82.24699736551636,normal,Others,Others,Sylvester Stallone,Drama,United States,Others,1
The Beastmaster,PG,0.581081081081081,0.5015187724635509,0.665021173255664,0.6917513133531428,0.26442307692307687,9.99884318585288,61.99282775228786,normal,Others,Others,Others,Action,United States,Others,0
Creepshow,R,0.6756756756756757,0.5751546368021322,0.665021173255664,0.7177389495690467,0.27403846153846156,10.691967639914864,73.77457671541256,long,Others,Stephen King,Others,Comedy,United States,Others,1
The Man from Snowy River,PG,0.7297297297297296,0.3966801496546839,0.5886156200471969,0.7165957592768324,0.1875,9.012011377036412,65.78768305236581,normal,Others,Others,Others,Adventure,Others,Others,1
Pink Floyd: The Wall,R,0.8243243243243242,0.6359766376466024,0.7024961843855658,0.7214266952510859,0.15384615384615385,11.264476926102368,90.11581540881892,normal,Others,Others,Others,Drama,United Kingdom,Others,0
Cat People,R,0.581081081081081,0.4913937325280403,0.7399711967991446,0.6467716679720523,0.26442307692307687,9.90353755128617,61.401932817974256,normal,Others,Others,Others,Fantasy,United States,Others,0
Fanny and Alexander,R,0.8378378378378376,0.6063185842652977,0.6384322308341582,0.64486134735866,0.6009615384615384,10.985309671896765,88.98100834236378,long,Others,Others,Others,Drama,Others,Others,0
Friday the 13th Part III,R,0.5135135135135135,0.5865888116819079,0.5498107432496592,0.7536500136153121,0.15384615384615385,10.799595985047786,61.55769711477238,normal,Others,Others,Others,Horror,United States,Paramount Pictures,1
Firefox,PG,0.5540540540540541,0.5192654511860612,0.7399711967991446,0.7692253684106607,0.35096153846153844,10.165890277802454,60.99534166681472,long,Clint Eastwood,Others,Clint Eastwood,Action,United States,Others,1
Halloween III: Season of the Witch,R,0.41891891891891886,0.5775420449596868,0.5575172651627937,0.6933088334249953,0.16826923076923078,10.714439990727769,53.57219995363885,normal,Others,Others,Others,Horror,United States,Others,1
The Dark Crystal,PG,0.7162162162162161,0.6132873664585162,0.7231201718424208,0.761800127272436,0.14423076923076922,11.050905878263569,79.56652232349768,normal,Others,Others,Others,Adventure,United Kingdom,Others,1
The Verdict,R,0.7837837837837837,0.5567471253106125,0.7290851287325871,0.7785768737315655,0.3173076923076923,10.518700218288163,80.99399168081888,long,Others,Others,Others,Drama,United States,Twentieth Century Fox,1
Pieces,Not Rated,0.5675675675675674,0.41005183006236456,0.3615526895009028,0.5669813399112573,0.10576923076923078,9.137877200242468,55.74105092147905,short,Others,Others,Others,Horror,Others,Others,1
The World According to Garp,R,0.7162162162162161,0.5150989009877643,0.7346883444657702,0.7400402311838441,0.35096153846153844,10.12667110305036,72.9120319419626,long,Others,Others,Robin Williams,Comedy,United States,Others,0
Diner,R,0.7027027027027026,0.48594473664249616,0.6215812079313173,0.6919503187835456,0.22596153846153844,9.852246888342531,69.95095290723197,normal,Barry Levinson,Others,Others,Comedy,United States,Metro-Goldwyn-Mayer (MGM),1
The Best Little Whorehouse in Texas,R,0.5540540540540541,0.41776076526194195,0.8014314690385113,0.7950516210461771,0.2451923076923077,9.210440366976515,55.2626422018591,normal,Others,Others,Others,Comedy,United States,Universal Pictures,0
The Year of Living Dangerously,PG,0.7027027027027026,0.4913937325280403,0.709894111775549,0.6715559092940602,0.25,9.90353755128617,70.31511661413181,normal,Others,Others,Mel Gibson,Drama,Others,Metro-Goldwyn-Mayer (MGM),0
The Last Unicorn,G,0.7432432432432432,0.5150989009877643,0.5886156200471969,0.6415455455024419,0.13942307692307693,10.12667110305036,74.93736616257266,normal,Others,Others,Jeff Bridges,Animation,United Kingdom,Others,0
The Entity,R,0.6486486486486486,0.46083285598885004,0.6759072406803831,0.6880730999919316,0.29807692307692313,9.61587214452889,64.42634336834357,long,Others,Others,Others,Drama,United States,Others,0
